单播,#genre#,DE=-1#SC=-1#HEADERS=null#JS=null#PB=null#HOST=null#PBO=0#IJKAD=-1#TSO=0
云南卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230270/488774604.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ESh-bENWbEYTKKF-bBH90nw%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052021052899000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C488774604%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
重庆卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227897/10000100000000060000000006388228_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ez0xywe0fbOW_M5d-d2hT7w%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000004000000052016032800000002%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000006388228_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
河北卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221229830/10000100000000060000000009574961_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ECyNePQclDkshI2Oelmzzbg%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000052018103099000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000009574961_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
东南卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221229798/10000100000000060000000009574969_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EZyxr-V0qDlFoDekbrDhqQg%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052018110799000002%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000009574969_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
广西卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221229990/10000100000000060000000010232875_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ESfJqzB8KZAHavIh4u3a7aw%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052019050799000002%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000010232875_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
吉林卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221229881/10000100000000060000000009574938_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EDfYKLtoEodvGUxpUI60F-w%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052018110799000005%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000009574938_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
陕西卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227090/10000100000000060000000000937749_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7El1Jvd3eba_moyqjc4UwIdA%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000050000000000000090%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937749_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
山西卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227110/10000100000000060000000000937735_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ev_KgYKRklkfnEPdDKI_c8A%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000050000000000000099%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937735_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
内蒙古卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227133/10000100000000060000000000937736_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EdxZDQ7KfNspqVtyLYOGtWw%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000050000000000000098%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937736_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
青海卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230136/594151287.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ENjq51l4kkjLphLkSU8hVZg%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052023040799000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C594151287%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
海南卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230178/488773816.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ESTmRQZsO64SI_XzJRxlDLg%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052021052899000002%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C488773816%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
宁夏卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227151/10000100000000060000000000937771_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EjPYTVDZ6648u-1PC8kNqOw%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000050000000000000082%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937771_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
西藏卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227081/10000100000000060000000000937734_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EyRfvy8pCBk58aVh4rJFsGg%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000050000000000000100%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937734_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
新疆卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227084/10000100000000060000000000937737_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E0jHGLU4wLtQWWQdPoUd3pQ%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000050000000000000097%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937737_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
甘肃卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230176/527111724.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EyyotfZdXEo4zqeXhIIbA2g%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052022090999000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C527111724%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
兵团卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227241/10000100000000060000000000987142_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EhcrIr-SUdSb5bIdWSOkz9g%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000001000000050000000000000377%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000987142_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
卡酷动画,rtsp://183.59.156.166/PLTV/88888905/224/3221227111/10000100000000060000000000937814_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EZ-45Rx0Ag0ggazMSaYnIGw%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000000000000050000000000000150%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937814_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
金鹰卡通,rtsp://183.59.156.166/PLTV/88888905/224/3221230141/422706995.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Erlbtn-N2Z0jEdKArVjK0VQ%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052021102199000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C422706995%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
炫动卡通,rtsp://183.59.156.166/PLTV/88888905/224/3221227212/10000100000000060000000000987175_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ESPfdnJzUf9OIisixZ6RkgQ%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000001000000050000000000000392%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000987175_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
CETV-1,rtsp://183.59.156.166/PLTV/88888905/224/3221228289/10000100000000060000000007781467_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E_3QfiDS9CP45FmHCjRi-vQ%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000006000000052017022799000003%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007781467_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
山东教育,rtsp://183.59.156.166/PLTV/88888905/224/3221227244/10000100000000060000000000987144_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ein5f7PcY0KtfHyrsmIhhoQ%7E45b62vaWPl4ozmWjVjDmrBAwP53Ya-SXAxhr59De4K8CWKhP7OGw8GsUngBQt_X-zOdiWz6Fg08T-fpss3wixbxwO8BVexQliLQrYYSp_tI%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250514220533%2C28589592%2C10.91.44.130%2C20250514220533%2C02000001000000050000000000000378%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000987144_0%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2PwQ6CMBBE_6bHBqiIHHrCmJiYagJ6NWu7VEKh2AKJf29BDnPYmXnJ7OhA4vnI-8kY4vEjLE-IBGOaXgurluhRFs_4wGia0zjd0x0j1QKdDGgerV0xdS902xHAEt3cSOTK13QGT0FrhxrGxvb0ZuB7d2arEKy2AXG2y5KgKMoZI-PiVuDbkJA3-MJ2AzhUF6tXgNdgPJIBZAsaBXT4_2Dlrk6FNT8ozU4P2gAAAA
